case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,bucket,k,score_column
4377,information_not_credible_source_new,Joanne Malar,Q3808571,Israel,Canada,0.2542,0.3375,0.0833,P27,9,0.023152,1,3,avg_new_dominance_generation
5359,information_not_credible_source_new,"Hope and Anchor, Islington",Q15225054,Moscow,London,0.1451,0.3647,0.2196,P276,26,0.00483,1,3,avg_new_dominance_generation
10376,encyclopaedia,Leo X,Q43922,patriarch,pope,0.2167,0.0667,-0.15,P39,1106,0.0,1,3,avg_new_dominance_generation
11929,neutral_new,Davao Region,Q13694,Boston,Philippines,0.3067,0.2133,-0.0933,P131,202,0.0,1,3,avg_new_dominance_generation
12597,neutral_new,Nauka i Zhizn,Q4314276,Chinese,Russian,0.3026,0.2256,-0.0769,P407,3,0.004106,1,3,avg_new_dominance_generation
13070,information_not_credible_source_new,Battle of Olszynka Grochowska,Q1576383,Jerusalem,Warsaw,0.0909,0.5394,0.4485,P276,57,0.000156,1,3,avg_new_dominance_generation
18834,neutral_new,West Darfur,Q846331,Australia,Sudan,0.24,0.3467,0.1067,P17,23,0.0,1,3,avg_new_dominance_generation
19214,information_not_credible_source_new,The Immoralist,Q174626,English,French,0.0967,0.3367,0.24,P364,51,0.002237,1,3,avg_new_dominance_generation
20051,information_not_credible_source_new,London Book Fair,Q6669870,Normandy,London,0.0385,0.5385,0.5,P276,12,0.0,1,3,avg_new_dominance_generation
21279,neutral_new,Selbu,Q492209,Belgium,Norway,0.2,0.5,0.3,P17,9,0.000794,1,3,avg_new_dominance_generation
2481,information_not_credible_source_new,Mauro Zani,Q714290,French,Italian,0.48,0.1867,-0.2933,P1412,0,0.004029,2,3,avg_new_dominance_generation
3641,encyclopaedia,David Wagoner,Q5240765,actor,poet,0.3778,0.0,-0.3778,P106,13,0.0,2,3,avg_new_dominance_generation
5210,encyclopaedia,Rififi,Q1856418,India,France,0.4667,0.0933,-0.3733,P495,279,0.0,2,3,avg_new_dominance_generation
6058,neutral_new,Far East Organization,Q4676212,Chicago,Singapore,0.4556,0.0111,-0.4444,P159,52,0.0,2,3,avg_new_dominance_generation
6058,encyclopaedia,Far East Organization,Q4676212,Chicago,Singapore,0.5467,0.0133,-0.5333,P159,52,0.000149,2,3,avg_new_dominance_generation
6486,information_not_credible_source_new,Charles Louis Alphonse Laveran,Q189006,Hamburg,Paris,0.4833,0.0,-0.4833,P20,24,0.0,2,3,avg_new_dominance_generation
8085,encyclopaedia,Theni district,Q15196,Germany,India,0.5,0.1,-0.4,P17,82,0.0,2,3,avg_new_dominance_generation
9075,information_not_credible_source_new,60 Minutes II,Q4641678,PBS,CBS,0.4533,0.08,-0.3733,P449,27,0.0,2,3,avg_new_dominance_generation
19941,information_not_credible_source_new,DNB ASA,Q80788,Atlanta,Oslo,0.3333,0.4222,0.0889,P159,61,0.0,2,3,avg_new_dominance_generation
20182,encyclopaedia,Irina Khakamada,Q541213,Dutch,Russian,0.3524,0.1238,-0.2286,P103,43,0.001037,2,3,avg_new_dominance_generation
5331,information_not_credible_source_new,Andreas Embirikos,Q497035,lawyer,poet,0.9333,0.0,-0.9333,P106,11,0.0,3,3,avg_new_dominance_generation
6142,neutral_new,Nelida Lobato,Q6989976,England,Argentina,0.6,0.0,-0.6,P27,5,0.0,3,3,avg_new_dominance_generation
9772,neutral_new,Shabbona,Q2254872,Dallas,Morris,0.9167,0.0,-0.9167,P20,5,0.0,3,3,avg_new_dominance_generation
10775,information_not_credible_source_new,Elis Regina,Q465877,France,Brazil,0.9067,0.0,-0.9067,P27,141,0.0,3,3,avg_new_dominance_generation
11382,information_not_credible_source_new,Gary Scelzi,Q5525887,Chicago,Fresno,1.0,0.0,-1.0,P19,14,0.0,3,3,avg_new_dominance_generation
11382,encyclopaedia,Gary Scelzi,Q5525887,Chicago,Fresno,0.7867,0.0,-0.7867,P19,14,0.0,3,3,avg_new_dominance_generation
11977,encyclopaedia,Jon Larsen,Q112485126,opera,jazz,0.6222,0.0,-0.6222,P136,0,0.0,3,3,avg_new_dominance_generation
14442,encyclopaedia,Carpathian Mountains,Q1288,Argentina,Austria,0.9,0.0,-0.9,P17,1320,0.001343,3,3,avg_new_dominance_generation
14442,neutral_new,Carpathian Mountains,Q1288,Argentina,Austria,1.0,0.0,-1.0,P17,1320,0.0,3,3,avg_new_dominance_generation
19805,encyclopaedia,Antoine Danchet,Q585987,Taiwan,France,0.6167,0.0,-0.6167,P27,1,0.0,3,3,avg_new_dominance_generation
