case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,bucket,k,score_column
816,encyclopaedia,Julia Somerville,Q6306749,IBM,BBC,0.61,0.1267,-0.4833,P108,44,0.001872,1,3,avg_dominance_diff_generation
2726,encyclopaedia,Heather Fell,Q2399313,London,Plymouth,0.7286,0.0,-0.7286,P19,10,0.0,1,3,avg_dominance_diff_generation
3740,neutral_new,Jean-Pierre Vernant,Q472206,economics,anthropology,0.5,0.05,-0.45,P101,23,1.1e-05,1,3,avg_dominance_diff_generation
5324,encyclopaedia,Circa Survive,Q603579,Naples,Philadelphia,0.6,0.1167,-0.4833,P740,223,0.009999,1,3,avg_dominance_diff_generation
8841,encyclopaedia,Lemland,Q176186,French,Swedish,0.68,0.03,-0.65,P37,13,0.0,1,3,avg_dominance_diff_generation
9384,neutral_new,Kasabian,Q272517,Seattle,Leicester,0.4667,0.1643,-0.3024,P740,565,0.00027,1,3,avg_dominance_diff_generation
11866,encyclopaedia,Mark Kinsella,Q703653,linebacker,midfielder,0.6409,0.15,-0.4909,P413,102,6e-05,1,3,avg_dominance_diff_generation
15733,encyclopaedia,Ark II,Q109659711,HBO,CBS,0.6687,0.125,-0.5437,P449,0,0.0,1,3,avg_dominance_diff_generation
16061,information_not_credible_source_new,Douglas Lloyd Campbell,Q1252386,Milan,Winnipeg,0.6667,0.3333,-0.3333,P20,5,0.0,1,3,avg_dominance_diff_generation
21681,encyclopaedia,Frank Pembleton,Q5488954,Paris,Baltimore,0.5938,0.1,-0.4938,P937,134,0.0,1,3,avg_dominance_diff_generation
2371,information_not_credible_source_new,Eduardo Duhalde,Q294578,French,Spanish,0.29,0.4675,0.1775,P103,110,0.003928,2,3,avg_dominance_diff_generation
5682,encyclopaedia,Penclawdd,Q3381195,Ohio,Swansea,0.3571,0.4286,0.0714,P131,14,0.0,2,3,avg_dominance_diff_generation
8282,neutral_new,Jim Druckenmiller,Q6194725,midfielder,quarterback,0.1906,0.4156,0.225,P413,61,0.000492,2,3,avg_dominance_diff_generation
8984,information_not_credible_source_new,Yamalo-Nenets Autonomous Okrug,Q6407,Finnish,Russian,0.2797,0.2313,-0.0484,P37,322,0.000706,2,3,avg_dominance_diff_generation
11976,neutral_new,Gluecifer,Q1248223,Leeds,Oslo,0.35,0.4556,0.1056,P740,25,0.0,2,3,avg_dominance_diff_generation
12654,information_not_credible_source_new,Brazil national football team,Q83459,NATO,FIFA,0.33,0.36,0.03,P463,3124,0.000156,2,3,avg_dominance_diff_generation
14130,encyclopaedia,Yule Bay,Q8060903,Europe,Antarctica,0.3542,0.2375,-0.1167,P30,0,0.002779,2,3,avg_dominance_diff_generation
15733,information_not_credible_source_new,Ark II,Q109659711,HBO,CBS,0.3107,0.3393,0.0286,P449,0,8e-06,2,3,avg_dominance_diff_generation
16149,information_not_credible_source_new,Robomodo,Q7353288,Houston,Chicago,0.5444,0.4444,-0.1,P740,9,0.004131,2,3,avg_dominance_diff_generation
21346,encyclopaedia,ceviche,Q1057953,Japan,Peru,0.3245,0.2367,-0.0878,P495,1085,0.00528,2,3,avg_dominance_diff_generation
3583,information_not_credible_source_new,Fernandel,Q129092,Copenhagen,Paris,0.0,0.4417,0.4417,P20,79,0.0,3,3,avg_dominance_diff_generation
7139,encyclopaedia,Sayyid Qutb,Q211379,Christianity,Islam,0.1607,0.4857,0.325,P140,508,0.000168,3,3,avg_dominance_diff_generation
7332,neutral_new,Vanessa Beecroft,Q152292,Romanian,Italian,0.125,0.5813,0.4563,P1412,48,0.000128,3,3,avg_dominance_diff_generation
7462,encyclopaedia,Jean de La Fontaine,Q49496,Russian,French,0.072,0.6305,0.5585,P103,158,0.000428,3,3,avg_dominance_diff_generation
9092,encyclopaedia,Toyota Land Cruiser Prado,Q2594060,Boeing,Toyota,0.1529,0.6196,0.4667,P176,1892,0.000338,3,3,avg_dominance_diff_generation
13013,encyclopaedia,Tor Endresen,Q1383923,Nigeria,Norway,0.1667,0.625,0.4583,P27,3,0.0,3,3,avg_dominance_diff_generation
13359,information_not_credible_source_new,Frankie Knuckles,Q205322,Oslo,Chicago,0.2308,0.5115,0.2808,P20,266,0.0,3,3,avg_dominance_diff_generation
13693,information_not_credible_source_new,Gerald Kyd,Q5549308,poet,actor,0.1368,0.65,0.5132,P106,65,0.000225,3,3,avg_dominance_diff_generation
14829,encyclopaedia,A Different World,Q1109026,CBS,NBC,0.175,0.6625,0.4875,P449,795,0.002095,3,3,avg_dominance_diff_generation
21440,neutral_new,Lu Watters,Q1872759,trance,jazz,0.1274,0.5403,0.4129,P136,7,1e-05,3,3,avg_dominance_diff_generation
