case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,bucket,k,score_column
741,information_not_credible_source_new,Rock the Cradle,Q14645720,CBS,MTV,0.2357,0.55,0.3143,P449,0,0.000917,1,3,avg_new_dominance_generation
2371,encyclopaedia,Eduardo Duhalde,Q294578,French,Spanish,0.2158,0.5211,0.3053,P103,110,0.000297,1,3,avg_new_dominance_generation
2417,neutral_new,Louise Lawler,Q539270,Italian,English,0.1788,0.5652,0.3864,P1412,13,0.008341,1,3,avg_new_dominance_generation
4679,information_not_credible_source_new,Hec Ramsey,Q2578173,HBO,NBC,0.2222,0.3722,0.15,P449,47,0.001606,1,3,avg_new_dominance_generation
6354,information_not_credible_source_new,Ice Road Truckers,Q702432,CBS,History,0.05,0.4654,0.4154,P449,559,0.005496,1,3,avg_new_dominance_generation
8282,neutral_new,Jim Druckenmiller,Q6194725,midfielder,quarterback,0.1906,0.4156,0.225,P413,61,0.000492,1,3,avg_new_dominance_generation
14264,encyclopaedia,Virginia Quarterly Review,Q7934467,French,English,0.1183,0.4717,0.3533,P364,10,0.010352,1,3,avg_new_dominance_generation
15322,information_not_credible_source_new,Oklahoma,Q1649,Swedish,English,0.0652,0.4437,0.3786,P37,2838,0.001076,1,3,avg_new_dominance_generation
17748,neutral_new,Hephthalite Empire,Q26576,Christianity,Buddhism,0.125,0.5227,0.3977,P140,495,0.004644,1,3,avg_new_dominance_generation
21254,information_not_credible_source_new,Montenegro,Q236,Asia,Europe,0.2314,0.6471,0.4157,P30,4479,0.040787,1,3,avg_new_dominance_generation
4579,encyclopaedia,Jack Sheldon,Q1677210,piano,trumpet,0.3893,0.1571,-0.2321,P1303,99,0.002654,2,3,avg_new_dominance_generation
6874,encyclopaedia,Heikki Siren,Q3129431,English,Finnish,0.5,0.0454,-0.4546,P1412,1,0.00183,2,3,avg_new_dominance_generation
9058,information_not_credible_source_new,Guy Barker,Q1557440,violin,trumpet,0.2833,0.4944,0.2111,P1303,14,0.000181,2,3,avg_new_dominance_generation
9384,information_not_credible_source_new,Kasabian,Q272517,Seattle,Leicester,0.4283,0.2109,-0.2174,P740,565,0.000376,2,3,avg_new_dominance_generation
13702,neutral_new,Shimla,Q83786,Antarctica,Asia,0.3263,0.4684,0.1421,P30,588,0.01847,2,3,avg_new_dominance_generation
14119,information_not_credible_source_new,Giacomo Antonelli,Q712085,bishop,cardinal,0.2696,0.4125,0.1429,P39,14,0.005426,2,3,avg_new_dominance_generation
14130,neutral_new,Yule Bay,Q8060903,Europe,Antarctica,0.4324,0.3412,-0.0912,P30,0,0.017215,2,3,avg_new_dominance_generation
15471,encyclopaedia,Beaumont Glacier,Q4877558,Africa,Antarctica,0.3761,0.3065,-0.0696,P30,0,0.026469,2,3,avg_new_dominance_generation
16301,encyclopaedia,Sobat River,Q821911,Antarctica,Africa,0.3655,0.4328,0.0672,P30,11,0.01669,2,3,avg_new_dominance_generation
18274,neutral_new,Mithat Bayrak,Q661466,French,Turkish,0.5,0.2,-0.3,P103,2,0.001086,2,3,avg_new_dominance_generation
3699,neutral_new,Edmond S. Meany,Q5338911,London,Seattle,0.95,0.0,-0.95,P20,3,0.000396,3,3,avg_new_dominance_generation
5338,information_not_credible_source_new,Ryszard Engelking,Q737661,France,Poland,0.7857,0.0,-0.7857,P27,2,0.000712,3,3,avg_new_dominance_generation
6347,encyclopaedia,Yuvraj Hans,Q8062173,astronaut,actor,0.6094,0.0938,-0.5156,P106,51,0.000144,3,3,avg_new_dominance_generation
6465,neutral_new,Joseph Henry Blackburne,Q352459,Athens,London,0.575,0.1607,-0.4143,P20,24,0.001928,3,3,avg_new_dominance_generation
6531,encyclopaedia,Gregory XII,Q227694,bishop,pope,0.575,0.3304,-0.2446,P39,79,0.049806,3,3,avg_new_dominance_generation
8181,neutral_new,Sam Hill Memorial Bridge,Q7407606,Florence,Oregon,0.75,0.0875,-0.6625,P131,4,0.004181,3,3,avg_new_dominance_generation
9384,encyclopaedia,Kasabian,Q272517,Seattle,Leicester,0.6353,0.25,-0.3853,P740,565,0.000435,3,3,avg_new_dominance_generation
12687,encyclopaedia,Doychin Vasilev,Q5303717,India,Bulgaria,0.6714,0.0,-0.6714,P27,1,0.002881,3,3,avg_new_dominance_generation
18449,neutral_new,Carl Lindhagen,Q55955,Amsterdam,Stockholm,0.8571,0.0,-0.8571,P937,2,0.004456,3,3,avg_new_dominance_generation
21342,neutral_new,Soenario,Q4446092,Japan,Indonesia,0.5882,0.0,-0.5882,P27,15,0.00027,3,3,avg_new_dominance_generation
