case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,bucket,k,score_column
439,information_not_credible_source_new,Irfan Habib,Q3154342,Singapore,India,0.8,0.0,-0.8,P27,136,0.0,1,3,avg_true_dominance_generation
1877,encyclopaedia,"Kapuso Mo, Jessica Soho",Q12965797,Australia,Philippines,0.5,0.0,-0.5,P495,53,0.0,1,3,avg_true_dominance_generation
2481,neutral_new,Mauro Zani,Q714290,French,Italian,0.6167,0.0667,-0.55,P1412,0,0.013053,1,3,avg_true_dominance_generation
4385,information_not_credible_source_new,Afghan Transitional Administration,Q4689103,Honolulu,Kabul,0.7333,0.0,-0.7333,P36,241,0.0,1,3,avg_true_dominance_generation
7723,information_not_credible_source_new,Earl King,Q931607,fantasy,blues,0.55,0.0833,-0.4667,P136,30,0.0,1,3,avg_true_dominance_generation
10052,neutral_new,Nissan Prairie,Q669213,IBM,Nissan,0.55,0.05,-0.5,P176,67,0.0,1,3,avg_true_dominance_generation
14747,information_not_credible_source_new,Julien Carette,Q1712227,Russian,French,0.7778,0.0,-0.7778,P103,8,0.0,1,3,avg_true_dominance_generation
15957,information_not_credible_source_new,Benedict XVI,Q2494,bishop,pope,0.3167,0.0167,-0.3,P39,2334,0.0,1,3,avg_true_dominance_generation
18840,information_not_credible_source_new,Woodbine Racetrack,Q3135941,Rome,Ontario,0.45,0.0167,-0.4333,P131,42,0.0,1,3,avg_true_dominance_generation
21066,encyclopaedia,International Documentary Film Festival Amsterdam,Q1666506,Berlin,Amsterdam,0.8,0.0,-0.8,P276,23,0.0,1,3,avg_true_dominance_generation
222,information_not_credible_source_new,Mount Markham,Q1412427,Europe,Antarctica,0.5429,0.2381,-0.3048,P30,4,0.007303,2,3,avg_true_dominance_generation
4134,encyclopaedia,Pesisir Selatan,Q6065,Hungary,Indonesia,0.5333,0.2133,-0.32,P17,9,2.6e-05,2,3,avg_true_dominance_generation
5440,neutral_new,Southampton Castle,Q7569104,Alberta,Southampton,0.3333,0.1333,-0.2,P131,13,0.0,2,3,avg_true_dominance_generation
5596,encyclopaedia,Sesamstraat,Q2410485,Swedish,Dutch,0.6267,0.16,-0.4667,P407,24,0.0,2,3,avg_true_dominance_generation
7495,information_not_credible_source_new,Venus Glacier,Q7920592,Europe,Antarctica,0.4381,0.219,-0.219,P30,1,0.008898,2,3,avg_true_dominance_generation
8102,encyclopaedia,Santa Maria della Salute,Q52531,Florence,Venice,0.5778,0.1556,-0.4222,P276,156,0.00282,2,3,avg_true_dominance_generation
10319,encyclopaedia,The Michael Richards Show,Q7751238,BBC,NBC,0.6667,0.2444,-0.4222,P449,142,0.0,2,3,avg_true_dominance_generation
13729,information_not_credible_source_new,IBM AIX,Q269856,Microsoft,IBM,0.2377,0.3072,0.0696,P178,208,0.001078,2,3,avg_true_dominance_generation
14492,encyclopaedia,University of South Florida,Q500606,Geneva,Tampa,0.6167,0.2167,-0.4,P159,500,0.0,2,3,avg_true_dominance_generation
19829,encyclopaedia,Ghazi of Iraq,Q314784,Christian,Islam,0.5778,0.1556,-0.4222,P140,237,0.000329,2,3,avg_true_dominance_generation
1240,neutral_new,Mount Rose (Nevada),Q8526141,Texas,Nevada,0.225,0.4333,0.2083,P131,23,0.001801,3,3,avg_true_dominance_generation
2302,encyclopaedia,Campania,Q1438,Brussels,Naples,0.3333,0.4,0.0667,P36,1194,0.0,3,3,avg_true_dominance_generation
4134,neutral_new,Pesisir Selatan,Q6065,Hungary,Indonesia,0.1,0.4867,0.3867,P17,9,0.0,3,3,avg_true_dominance_generation
6961,neutral_new,rutile,Q193521,Cuba,red,0.1381,0.4238,0.2857,P138,465,0.0,3,3,avg_true_dominance_generation
8021,neutral_new,Split Airport,Q1125392,Sweden,Split,0.0769,0.6308,0.5538,P138,133,8e-05,3,3,avg_true_dominance_generation
8541,neutral_new,Togo,Q945,Finnish,French,0.1667,0.6556,0.4889,P37,1507,0.0,3,3,avg_true_dominance_generation
9670,information_not_credible_source_new,Salman the Persian,Q557378,Christianity,Islam,0.6667,0.3667,-0.3,P140,368,0.006655,3,3,avg_true_dominance_generation
12194,neutral_new,Renault Fluence,Q1050584,BMW,Renault,0.1385,0.3538,0.2154,P176,111,0.0,3,3,avg_true_dominance_generation
12837,neutral_new,University of Strathclyde,Q1859178,Houston,Glasgow,0.1667,0.5067,0.34,P159,204,0.0,3,3,avg_true_dominance_generation
15291,neutral_new,Turaida,Q2300840,Romania,Latvia,0.25,0.45,0.2,P17,5,0.000281,3,3,avg_true_dominance_generation
