case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,bucket,k,score_column
2335,encyclopaedia,Mathieu de Montmorency,Q351610,Italian,French,0.1974,0.5211,0.3237,P103,7,0.002316,1,3,avg_new_dominance_generation
5343,encyclopaedia,The Rockford Files,Q283660,HBO,NBC,0.2306,0.3667,0.1361,P449,622,0.0,1,3,avg_new_dominance_generation
6481,encyclopaedia,Microsoft Schedule Plus,Q1892515,Apple,Microsoft,0.0931,0.7224,0.6293,P178,0,0.005856,1,3,avg_new_dominance_generation
7998,information_not_credible_source_new,Le Vieux Cordelier,Q2401710,Australia,France,0.2129,0.4114,0.1986,P495,10,0.003335,1,3,avg_new_dominance_generation
8416,information_not_credible_source_new,Thomas Greiss,Q72467,defender,goaltender,0.2269,0.5538,0.3269,P413,22,0.003331,1,3,avg_new_dominance_generation
9802,information_not_credible_source_new,Muawiyah I,Q181154,Christianity,Islam,0.0525,0.4425,0.39,P140,799,0.001462,1,3,avg_new_dominance_generation
10999,neutral_new,Toulouges,Q1350694,Italy,France,0.144,0.514,0.37,P17,7,0.000805,1,3,avg_new_dominance_generation
12592,encyclopaedia,Adrien Duport,Q377006,Russian,French,0.2275,0.5,0.2725,P103,11,0.000429,1,3,avg_new_dominance_generation
14031,information_not_credible_source_new,Scott Paper Company,Q953319,Vancouver,Philadelphia,0.0,0.5556,0.5556,P740,78,0.000923,1,3,avg_new_dominance_generation
14143,encyclopaedia,Corriere dei Piccoli,Q1446208,Philippines,Italy,0.1579,0.4,0.2421,P495,4,0.000207,1,3,avg_new_dominance_generation
514,neutral_new,Comhar,Q5151720,French,Irish,0.2636,0.5295,0.2659,P407,3,0.002523,2,3,avg_new_dominance_generation
3583,encyclopaedia,Fernandel,Q129092,Copenhagen,Paris,0.33,0.545,0.215,P20,79,0.021051,2,3,avg_new_dominance_generation
4173,encyclopaedia,Transaction Processing Facility,Q1426122,Google,IBM,0.4479,0.2146,-0.2333,P178,24,0.005661,2,3,avg_new_dominance_generation
6484,information_not_credible_source_new,Reinbolt Hills,Q7310266,Europe,Antarctica,0.4083,0.3056,-0.1028,P30,0,0.003538,2,3,avg_new_dominance_generation
9811,encyclopaedia,Adam Elsheimer,Q310285,London,Rome,0.3219,0.3781,0.0562,P937,22,0.003736,2,3,avg_new_dominance_generation
11976,information_not_credible_source_new,Gluecifer,Q1248223,Leeds,Oslo,0.3688,0.4156,0.0469,P740,25,0.0,2,3,avg_new_dominance_generation
14031,encyclopaedia,Scott Paper Company,Q953319,Vancouver,Philadelphia,0.38,0.125,-0.255,P740,78,0.004696,2,3,avg_new_dominance_generation
14282,neutral_new,Adriaan Roland Holst,Q2272398,French,Dutch,0.2676,0.5912,0.3235,P103,3,0.006437,2,3,avg_new_dominance_generation
17093,information_not_credible_source_new,Jean Prouff,Q1685775,quarterback,midfielder,0.5111,0.0778,-0.4333,P413,3,0.0,2,3,avg_new_dominance_generation
19835,neutral_new,David Van Reybrouck,Q2490392,Spanish,Dutch,0.2923,0.3923,0.1,P1412,69,0.001072,2,3,avg_new_dominance_generation
816,encyclopaedia,Julia Somerville,Q6306749,IBM,BBC,0.61,0.1267,-0.4833,P108,44,0.001872,3,3,avg_new_dominance_generation
816,neutral_new,Julia Somerville,Q6306749,IBM,BBC,0.6278,0.0611,-0.5667,P108,44,0.000285,3,3,avg_new_dominance_generation
3117,neutral_new,Magnus Enckell,Q967073,Paris,Stockholm,0.7179,0.025,-0.6929,P20,14,0.000422,3,3,avg_new_dominance_generation
3918,neutral_new,The Sandy Duncan Show,Q7762247,BBC,CBS,0.5875,0.135,-0.4525,P449,41,0.000157,3,3,avg_new_dominance_generation
8841,encyclopaedia,Lemland,Q176186,French,Swedish,0.68,0.03,-0.65,P37,13,0.0,3,3,avg_new_dominance_generation
16465,neutral_new,The Answering Machine,Q114537562,Minneapolis,Manchester,0.66,0.14,-0.52,P740,0,0.009643,3,3,avg_new_dominance_generation
16465,encyclopaedia,The Answering Machine,Q114537562,Minneapolis,Manchester,0.8125,0.125,-0.6875,P740,0,0.013239,3,3,avg_new_dominance_generation
18501,neutral_new,Otto von Guericke,Q60095,bishop,mayor,0.85,0.0,-0.85,P39,83,0.0,3,3,avg_new_dominance_generation
18970,encyclopaedia,Joe Hildebrand,Q20739539,Canada,Australia,0.5509,0.0974,-0.4534,P495,0,0.019091,3,3,avg_new_dominance_generation
19050,encyclopaedia,Narrative Science,Q17183195,Denver,Chicago,0.77,0.105,-0.665,P159,9,0.020767,3,3,avg_new_dominance_generation
