case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,bucket,k,score_column
1478,encyclopaedia,Demonic Resurrection,Q5256257,Rome,Mumbai,0.8444,0.0,-0.8444,P740,15,0.0,1,3,avg_dominance_diff_generation
4737,neutral_new,Dakor,Q912576,Manitoba,Gujarat,0.7,0.0,-0.7,P131,0,0.0,1,3,avg_dominance_diff_generation
5331,neutral_new,Andreas Embirikos,Q497035,lawyer,poet,0.8,0.0,-0.8,P106,11,0.0,1,3,avg_dominance_diff_generation
5528,encyclopaedia,Mahmud al-Hasan,Q6734522,Buddhism,Islam,0.75,0.1333,-0.6167,P140,1,0.005777,1,3,avg_dominance_diff_generation
6212,information_not_credible_source_new,Christiane Taubira,Q268675,Spanish,French,0.6333,0.0667,-0.5667,P103,48,0.0,1,3,avg_dominance_diff_generation
15766,information_not_credible_source_new,Hauk Aabel,Q3354983,photographer,actor,0.7667,0.0,-0.7667,P106,2,0.0,1,3,avg_dominance_diff_generation
15850,neutral_new,Supervivientes,Q7647314,Paris,Honduras,0.8667,0.0,-0.8667,P276,19,0.0,1,3,avg_dominance_diff_generation
18161,information_not_credible_source_new,The Josephine Baker Story,Q7743526,CBS,HBO,0.6667,0.0,-0.6667,P449,46,0.0,1,3,avg_dominance_diff_generation
18520,information_not_credible_source_new,Paul Mercurio,Q325406,economist,actor,0.6,0.0,-0.6,P106,207,0.0,1,3,avg_dominance_diff_generation
19122,information_not_credible_source_new,Felix Plater,Q667732,sociology,medicine,0.6111,0.0,-0.6111,P101,7,0.0,1,3,avg_dominance_diff_generation
108,encyclopaedia,Bastille,Q689,Canada,France,0.4914,0.1486,-0.3429,P17,512,0.01778,2,3,avg_dominance_diff_generation
187,encyclopaedia,Hamburg International Film Festival,Q1414659,Rome,Hamburg,0.4333,0.2,-0.2333,P276,8,0.0,2,3,avg_dominance_diff_generation
1815,information_not_credible_source_new,Honinbo Shuei,Q5896202,Syria,Japan,0.4095,0.0857,-0.3238,P27,0,0.000347,2,3,avg_dominance_diff_generation
1877,information_not_credible_source_new,"Kapuso Mo, Jessica Soho",Q12965797,Australia,Philippines,0.3333,0.1111,-0.2222,P495,53,5.1e-05,2,3,avg_dominance_diff_generation
4102,encyclopaedia,Sacramento Convention Center Complex,Q574140,Queensland,California,0.1333,0.0,-0.1333,P131,11,0.0,2,3,avg_dominance_diff_generation
10845,neutral_new,Antoine Augustin Calmet,Q767668,Russian,French,0.2556,0.1,-0.1556,P103,47,0.000774,2,3,avg_dominance_diff_generation
14749,neutral_new,Canada men's national soccer team,Q208635,NATO,FIFA,0.2696,0.2116,-0.058,P463,844,5.9e-05,2,3,avg_dominance_diff_generation
17298,information_not_credible_source_new,Pascal Quignard,Q423298,English,French,0.5733,0.08,-0.4933,P1412,21,0.0,2,3,avg_dominance_diff_generation
19114,neutral_new,Le Droit,Q3222449,Swedish,French,0.3867,0.32,-0.0667,P407,8,0.007429,2,3,avg_dominance_diff_generation
20680,neutral_new,Lavoisier Island,Q3108669,Asia,Antarctica,0.5524,0.2476,-0.3048,P30,1,0.007749,2,3,avg_dominance_diff_generation
187,information_not_credible_source_new,Hamburg International Film Festival,Q1414659,Rome,Hamburg,0.1704,0.2593,0.0889,P276,8,0.0,3,3,avg_dominance_diff_generation
556,information_not_credible_source_new,Jennifer Hudson,Q192410,French,English,0.2667,0.2417,-0.025,P1412,2649,0.001579,3,3,avg_dominance_diff_generation
7008,information_not_credible_source_new,TorqueFlite,Q7826788,Nintendo,Chrysler,0.1158,0.3123,0.1965,P176,176,0.000651,3,3,avg_dominance_diff_generation
8541,information_not_credible_source_new,Togo,Q945,Finnish,French,0.0133,0.5533,0.54,P37,1507,0.000518,3,3,avg_dominance_diff_generation
11187,encyclopaedia,Brett Favre,Q267088,hockey,football,0.1667,0.7,0.5333,P641,3116,0.0,3,3,avg_dominance_diff_generation
13729,information_not_credible_source_new,IBM AIX,Q269856,Microsoft,IBM,0.2377,0.3072,0.0696,P178,208,0.001078,3,3,avg_dominance_diff_generation
16048,information_not_credible_source_new,Eurajoki,Q1001783,Dutch,Finnish,0.1067,0.3893,0.2827,P37,10,0.000353,3,3,avg_dominance_diff_generation
16655,information_not_credible_source_new,Thailand,Q869,Welsh,Thai,0.0167,0.5,0.4833,P37,7647,0.0,3,3,avg_dominance_diff_generation
19597,information_not_credible_source_new,Catalonia,Q5705,English,Spanish,0.2095,0.3143,0.1048,P37,2103,0.008215,3,3,avg_dominance_diff_generation
19597,neutral_new,Catalonia,Q5705,English,Spanish,0.2267,0.3467,0.12,P37,2103,0.007052,3,3,avg_dominance_diff_generation
