case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,bucket,k,score_column
816,neutral_new,Julia Somerville,Q6306749,IBM,BBC,0.6278,0.0611,-0.5667,P108,44,0.000285,1,3,avg_dominance_diff_generation
4983,encyclopaedia,Beacon Street Union,Q4875989,Chicago,Boston,0.5714,0.1,-0.4714,P740,12,0.02129,1,3,avg_dominance_diff_generation
5338,encyclopaedia,Ryszard Engelking,Q737661,France,Poland,0.5938,0.0,-0.5938,P27,2,6.3e-05,1,3,avg_dominance_diff_generation
5896,information_not_credible_source_new,Uromi,Q3510262,Canada,Nigeria,0.5418,0.0991,-0.4427,P17,25,0.014546,1,3,avg_dominance_diff_generation
9847,encyclopaedia,Gaetano Donizetti,Q101698,Boston,Vienna,0.3857,0.0357,-0.35,P937,184,6.6e-05,1,3,avg_dominance_diff_generation
10188,neutral_new,Arthur Balfour,Q19008,Paris,London,0.5537,0.0278,-0.5259,P937,626,0.002492,1,3,avg_dominance_diff_generation
14527,encyclopaedia,Claude Antoine Dacosta,Q1096417,actor,politician,0.7714,0.0,-0.7714,P106,1,0.0,1,3,avg_dominance_diff_generation
14633,neutral_new,Olga Vittoria Gentilli,Q3881639,French,Italian,0.615,0.045,-0.57,P1412,0,0.000536,1,3,avg_dominance_diff_generation
16988,neutral_new,Knut Kristiansen,Q11981326,sitcom,jazz,0.4,0.0231,-0.3769,P136,0,1.3e-05,1,3,avg_dominance_diff_generation
18449,encyclopaedia,Carl Lindhagen,Q55955,Amsterdam,Stockholm,0.8,0.0,-0.8,P937,2,0.013096,1,3,avg_dominance_diff_generation
746,encyclopaedia,Vitaly Margulis,Q91547338,singing,piano,0.2773,0.4045,0.1273,P1303,0,0.000896,2,3,avg_dominance_diff_generation
4752,neutral_new,Gustave de Beaumont,Q326145,Latin,French,0.3714,0.4607,0.0893,P103,14,0.019229,2,3,avg_dominance_diff_generation
7669,neutral_new,Svenska Hollywoodfruar,Q4353133,Japan,Sweden,0.2909,0.3318,0.0409,P495,18,0.007644,2,3,avg_dominance_diff_generation
7998,information_not_credible_source_new,Le Vieux Cordelier,Q2401710,Australia,France,0.2129,0.4114,0.1986,P495,10,0.003335,2,3,avg_dominance_diff_generation
11829,neutral_new,Venta,Q37322630,Antarctica,Europe,0.5519,0.3019,-0.25,P30,0,0.021359,2,3,avg_dominance_diff_generation
13198,encyclopaedia,Verbotene Liebe,Q153561,Japan,Germany,0.187,0.3891,0.2022,P495,39,0.002765,2,3,avg_dominance_diff_generation
14079,information_not_credible_source_new,Wynton Marsalis,Q273076,piano,trumpet,0.3815,0.3407,-0.0407,P1303,824,0.01436,2,3,avg_dominance_diff_generation
16778,information_not_credible_source_new,Nate Robertson,Q3336514,quarterback,pitcher,0.2267,0.4233,0.1967,P413,14,0.004304,2,3,avg_dominance_diff_generation
19399,information_not_credible_source_new,Dave Winfield,Q5230137,soccer,baseball,0.2245,0.4532,0.2287,P641,10,0.013556,2,3,avg_dominance_diff_generation
19835,neutral_new,David Van Reybrouck,Q2490392,Spanish,Dutch,0.2923,0.3923,0.1,P1412,69,0.001072,2,3,avg_dominance_diff_generation
982,encyclopaedia,Windows Driver Frameworks,Q1067615,Apple,Microsoft,0.0743,0.4557,0.3814,P178,10,0.005197,3,3,avg_dominance_diff_generation
2371,encyclopaedia,Eduardo Duhalde,Q294578,French,Spanish,0.2158,0.5211,0.3053,P103,110,0.000297,3,3,avg_dominance_diff_generation
3973,information_not_credible_source_new,Cock Sparrer,Q600311,Glasgow,London,0.2016,0.4565,0.2548,P740,109,0.0,3,3,avg_dominance_diff_generation
4660,encyclopaedia,Toyopet Master,Q7830710,Renault,Toyota,0.1043,0.7043,0.6,P176,35,0.000736,3,3,avg_dominance_diff_generation
7139,encyclopaedia,Sayyid Qutb,Q211379,Christianity,Islam,0.1607,0.4857,0.325,P140,508,0.000168,3,3,avg_dominance_diff_generation
9737,neutral_new,PLoS ONE,Q564954,French,English,0.1059,0.6529,0.5471,P364,131,0.014561,3,3,avg_dominance_diff_generation
11045,encyclopaedia,Kingdom of Bulgaria,Q147909,Hebrew,Bulgarian,0.25,0.565,0.315,P37,434,0.0,3,3,avg_dominance_diff_generation
14345,information_not_credible_source_new,Avord,Q688046,Denmark,France,0.1326,0.7348,0.6022,P17,2,0.000434,3,3,avg_dominance_diff_generation
17370,neutral_new,Claude Bartolone,Q1096496,Russian,French,0.0895,0.6947,0.6053,P103,7,8.5e-05,3,3,avg_dominance_diff_generation
21440,information_not_credible_source_new,Lu Watters,Q1872759,trance,jazz,0.131,0.5828,0.4517,P136,7,0.0,3,3,avg_dominance_diff_generation
