case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,bucket,k,score_column
2165,encyclopaedia,Carsten Dahl,Q38051142,London,Copenhagen,0.9875,0.025,-0.9625,P19,0,0.010101,1,3,avg_dominance_diff_generation
4047,neutral_new,Nigun,Q1989725,Christian,Judaism,0.3333,0.0,-0.3333,P140,55,0.000301,1,3,avg_dominance_diff_generation
4983,encyclopaedia,Beacon Street Union,Q4875989,Chicago,Boston,0.5714,0.1,-0.4714,P740,12,0.02129,1,3,avg_dominance_diff_generation
5338,neutral_new,Ryszard Engelking,Q737661,France,Poland,0.6545,0.0182,-0.6364,P27,2,0.000278,1,3,avg_dominance_diff_generation
5791,encyclopaedia,The Dick Van Dyke Show,Q530706,HBO,CBS,0.5526,0.1553,-0.3974,P449,704,0.0,1,3,avg_dominance_diff_generation
8841,information_not_credible_source_new,Lemland,Q176186,French,Swedish,0.645,0.005,-0.64,P37,13,0.000244,1,3,avg_dominance_diff_generation
12458,information_not_credible_source_new,Leg Work,Q4004191,NBC,CBS,0.7625,0.0,-0.7625,P449,16,0.0,1,3,avg_dominance_diff_generation
13320,neutral_new,Charles Kaiser,Q5079668,philosopher,journalist,0.6333,0.0222,-0.6111,P106,7,0.001761,1,3,avg_dominance_diff_generation
14527,neutral_new,Claude Antoine Dacosta,Q1096417,actor,politician,1.0,0.0,-1.0,P106,1,3.3e-05,1,3,avg_dominance_diff_generation
15669,neutral_new,Jean Vautrin,Q1685888,English,French,0.4775,0.1575,-0.32,P103,7,0.002124,1,3,avg_dominance_diff_generation
1896,neutral_new,Theobald Boehm,Q71003,Berlin,Munich,0.4,0.505,0.105,P937,30,1e-05,2,3,avg_dominance_diff_generation
2852,neutral_new,Jewish cemetery,Q846659,Buddhism,Judaism,0.3391,0.2203,-0.1187,P140,49,0.000876,2,3,avg_dominance_diff_generation
3543,neutral_new,Liverpool Hope University,Q1818020,Paris,Liverpool,0.3554,0.4679,0.1125,P159,46,0.000839,2,3,avg_dominance_diff_generation
6531,encyclopaedia,Gregory XII,Q227694,bishop,pope,0.575,0.3304,-0.2446,P39,79,0.049806,2,3,avg_dominance_diff_generation
7139,neutral_new,Sayyid Qutb,Q211379,Christianity,Islam,0.2846,0.3654,0.0808,P140,508,0.0,2,3,avg_dominance_diff_generation
9953,encyclopaedia,Headbangers Ball,Q279329,NBC,MTV,0.4278,0.3611,-0.0667,P449,182,0.0,2,3,avg_dominance_diff_generation
11169,encyclopaedia,Dick Wellstood,Q1209838,fantasy,jazz,0.3095,0.3881,0.0786,P136,5,0.002151,2,3,avg_dominance_diff_generation
12742,encyclopaedia,Windows 95,Q83370,Apple,Microsoft,0.37,0.465,0.095,P178,831,0.016064,2,3,avg_dominance_diff_generation
14663,information_not_credible_source_new,Marion Davies,Q242416,Paris,Brooklyn,0.2583,0.3375,0.0792,P19,561,0.00052,2,3,avg_dominance_diff_generation
20186,neutral_new,Paul Anka,Q216563,guitar,piano,0.3333,0.4091,0.0758,P1303,2872,0.010049,2,3,avg_dominance_diff_generation
741,information_not_credible_source_new,Rock the Cradle,Q14645720,CBS,MTV,0.2357,0.55,0.3143,P449,0,0.000917,3,3,avg_dominance_diff_generation
1170,neutral_new,Allersberg,Q588957,India,Germany,0.1625,0.59,0.4275,P17,4,0.00092,3,3,avg_dominance_diff_generation
2577,encyclopaedia,Honda Civic Type R,Q748076,Microsoft,Honda,0.113,0.637,0.5241,P176,1313,0.000912,3,3,avg_dominance_diff_generation
4289,information_not_credible_source_new,Drake Well,Q5305631,California,Pennsylvania,0.1023,0.5012,0.3988,P131,51,0.00299,3,3,avg_dominance_diff_generation
5464,information_not_credible_source_new,Cayeux-sur-Mer,Q1024720,Iran,France,0.1304,0.7957,0.6652,P17,5,0.0,3,3,avg_dominance_diff_generation
14282,encyclopaedia,Adriaan Roland Holst,Q2272398,French,Dutch,0.16,0.605,0.445,P103,3,0.009172,3,3,avg_dominance_diff_generation
15127,information_not_credible_source_new,Fiat Strada,Q2345964,Volvo,Fiat,0.1365,0.5538,0.4173,P176,132,5e-06,3,3,avg_dominance_diff_generation
16395,information_not_credible_source_new,Husayn ibn Ali,Q112128,Judaism,Islam,0.0587,0.5739,0.5152,P140,1122,0.00047,3,3,avg_dominance_diff_generation
16619,information_not_credible_source_new,Muriel Barbery,Q235731,Dutch,French,0.0104,0.6771,0.6667,P103,30,0.000648,3,3,avg_dominance_diff_generation
17748,information_not_credible_source_new,Hephthalite Empire,Q26576,Christianity,Buddhism,0.1375,0.4792,0.3417,P140,495,0.005976,3,3,avg_dominance_diff_generation
