case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,bucket,k,score_column
4579,encyclopaedia,Jack Sheldon,Q1677210,piano,trumpet,0.3893,0.1571,-0.2321,P1303,99,0.002654,1,3,avg_true_dominance_generation
5896,information_not_credible_source_new,Uromi,Q3510262,Canada,Nigeria,0.5418,0.0991,-0.4427,P17,25,0.014546,1,3,avg_true_dominance_generation
6465,encyclopaedia,Joseph Henry Blackburne,Q352459,Athens,London,0.8333,0.0,-0.8333,P20,24,0.000925,1,3,avg_true_dominance_generation
10188,encyclopaedia,Arthur Balfour,Q19008,Paris,London,0.6571,0.0286,-0.6286,P937,626,0.00735,1,3,avg_true_dominance_generation
11866,information_not_credible_source_new,Mark Kinsella,Q703653,linebacker,midfielder,0.8438,0.0125,-0.8313,P413,102,0.000589,1,3,avg_true_dominance_generation
11934,neutral_new,Gene Martynec,Q5531339,Baltimore,Germany,0.9625,0.0,-0.9625,P19,9,0.0,1,3,avg_true_dominance_generation
14746,encyclopaedia,Transwede Airways,Q848881,London,Stockholm,0.775,0.0063,-0.7688,P159,6,0.000353,1,3,avg_true_dominance_generation
16061,neutral_new,Douglas Lloyd Campbell,Q1252386,Milan,Winnipeg,0.8286,0.0,-0.8286,P20,5,0.0,1,3,avg_true_dominance_generation
18970,encyclopaedia,Joe Hildebrand,Q20739539,Canada,Australia,0.5509,0.0974,-0.4534,P495,0,0.019091,1,3,avg_true_dominance_generation
21681,encyclopaedia,Frank Pembleton,Q5488954,Paris,Baltimore,0.5938,0.1,-0.4938,P937,134,0.0,1,3,avg_true_dominance_generation
2296,information_not_credible_source_new,Mistretta,Q37302227,Russian,Italian,0.18,0.338,0.158,P37,0,3e-06,2,3,avg_true_dominance_generation
2403,encyclopaedia,Ken Vandermark,Q1360707,opera,jazz,0.2091,0.4159,0.2068,P136,15,8e-06,2,3,avg_true_dominance_generation
2897,encyclopaedia,IBM TopView,Q4891880,Square,IBM,0.3556,0.35,-0.0056,P178,59,2.7e-05,2,3,avg_true_dominance_generation
5201,information_not_credible_source_new,Phoebe Atwood Taylor,Q2088428,Rome,Boston,0.2143,0.4643,0.25,P19,10,1.5e-05,2,3,avg_true_dominance_generation
5343,neutral_new,The Rockford Files,Q283660,HBO,NBC,0.1315,0.3981,0.2667,P449,622,7e-06,2,3,avg_true_dominance_generation
5733,neutral_new,Blake Mills,Q4924438,Dublin,California,0.3654,0.4865,0.1212,P19,242,8.3e-05,2,3,avg_true_dominance_generation
10999,encyclopaedia,Toulouges,Q1350694,Italy,France,0.2629,0.4823,0.2194,P17,7,0.003592,2,3,avg_true_dominance_generation
13198,neutral_new,Verbotene Liebe,Q153561,Japan,Germany,0.2692,0.3962,0.1269,P495,39,0.010424,2,3,avg_true_dominance_generation
14143,information_not_credible_source_new,Corriere dei Piccoli,Q1446208,Philippines,Italy,0.1405,0.469,0.3286,P495,4,0.000135,2,3,avg_true_dominance_generation
17328,encyclopaedia,Xeon,Q656154,Honda,Intel,0.2471,0.4314,0.1843,P176,439,0.001208,2,3,avg_true_dominance_generation
304,neutral_new,Jari Kurri,Q363621,soccer,hockey,0.1537,0.5854,0.4317,P641,101,0.02307,3,3,avg_true_dominance_generation
1553,information_not_credible_source_new,Magic Johnson,Q134183,football,basketball,0.1879,0.5909,0.403,P641,4658,0.015803,3,3,avg_true_dominance_generation
1896,information_not_credible_source_new,Theobald Boehm,Q71003,Berlin,Munich,0.3536,0.6,0.2464,P937,30,4e-05,3,3,avg_true_dominance_generation
5464,neutral_new,Cayeux-sur-Mer,Q1024720,Iran,France,0.1318,0.6894,0.5576,P17,5,0.000262,3,3,avg_true_dominance_generation
9105,neutral_new,Edina High School,Q5338105,Pennsylvania,Minnesota,0.1176,0.7794,0.6618,P131,30,0.000657,3,3,avg_true_dominance_generation
10535,neutral_new,Nissan GT-R LM Nismo,Q18980952,Suzuki,Nissan,0.1176,0.6191,0.5015,P176,134,0.000401,3,3,avg_true_dominance_generation
10759,information_not_credible_source_new,iOS 6,Q307677,Google,Apple,0.1875,0.7227,0.5352,P178,300,0.009319,3,3,avg_true_dominance_generation
17213,information_not_credible_source_new,Poland,Q36,German,Polish,0.1885,0.5808,0.3923,P37,7771,4.8e-05,3,3,avg_true_dominance_generation
17460,encyclopaedia,Albany City Hall,Q3146112,Istanbul,Albany,0.318,0.568,0.25,P276,14,0.0,3,3,avg_true_dominance_generation
17945,encyclopaedia,Congo Free State,Q76048,Antarctica,Africa,0.2671,0.5158,0.2487,P30,942,0.015666,3,3,avg_true_dominance_generation
